route_id,service_id,trip_id,trip_headsign,direction_id,block_id
9-273,JAN18-JANSU18-Sunday-15,50137871-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761535
9-273,JAN18-JANSU18-Sunday-15,50137872-JAN18-JANSU18-Sunday-15,"Rideau",0,5761535
9-273,JAN18-JANSU18-Sunday-15,50137873-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761535
88-273,JAN18-JANSU18-Sunday-15,50137874-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761647
88-273,JAN18-JANSU18-Sunday-15,50137875-JAN18-JANSU18-Sunday-15,"Hurdman",0,5761647
9-273,JAN18-JANSU18-Sunday-15,50137876-JAN18-JANSU18-Sunday-15,"Rideau",0,5761507
9-273,JAN18-JANSU18-Sunday-15,50137877-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761507
19-273,JAN18-JANSU18-Sunday-15,50137878-JAN18-JANSU18-Sunday-15,"Bank",0,5761612
19-273,JAN18-JANSU18-Sunday-15,50137880-JAN18-JANSU18-Sunday-15,"St-Laurent",1,5761612
106-273,JAN18-JANSU18-Sunday-15,50137882-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761612
106-273,JAN18-JANSU18-Sunday-15,50137884-JAN18-JANSU18-Sunday-15,"St-Laurent",0,5761612
7-273,JAN18-JANSU18-Sunday-15,50137886-JAN18-JANSU18-Sunday-15,"Carleton",0,5761612
61-273,JAN18-JANSU18-Sunday-15,50137887-JAN18-JANSU18-Sunday-15,"St-Laurent",0,5761580
106-273,JAN18-JANSU18-Sunday-15,50137888-JAN18-JANSU18-Sunday-15,"St-Laurent",0,5761627
106-273,JAN18-JANSU18-Sunday-15,50137890-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761627
14-273,JAN18-JANSU18-Sunday-15,50137891-JAN18-JANSU18-Sunday-15,"Carlington",1,5761443
14-273,JAN18-JANSU18-Sunday-15,50137892-JAN18-JANSU18-Sunday-15,"St-Laurent",0,5761443
9-273,JAN18-JANSU18-Sunday-15,50137893-JAN18-JANSU18-Sunday-15,"Rideau",0,5761507
9-273,JAN18-JANSU18-Sunday-15,50137894-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761507
9-273,JAN18-JANSU18-Sunday-15,50137895-JAN18-JANSU18-Sunday-15,"Rideau",0,5761507
9-273,JAN18-JANSU18-Sunday-15,50137896-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761507
9-273,JAN18-JANSU18-Sunday-15,50137897-JAN18-JANSU18-Sunday-15,"Rideau",0,5761507
9-273,JAN18-JANSU18-Sunday-15,50137898-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761507
88-273,JAN18-JANSU18-Sunday-15,50137899-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761665
88-273,JAN18-JANSU18-Sunday-15,50137900-JAN18-JANSU18-Sunday-15,"Hurdman",0,5761665
9-273,JAN18-JANSU18-Sunday-15,50137901-JAN18-JANSU18-Sunday-15,"Rideau",0,5761535
9-273,JAN18-JANSU18-Sunday-15,50137902-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761535
88-273,JAN18-JANSU18-Sunday-15,50137903-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761647
88-273,JAN18-JANSU18-Sunday-15,50137904-JAN18-JANSU18-Sunday-15,"Hurdman",0,5761647
88-273,JAN18-JANSU18-Sunday-15,50137905-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761647
61-273,JAN18-JANSU18-Sunday-15,50137906-JAN18-JANSU18-Sunday-15,"St-Laurent",0,5761497
11-273,JAN18-JANSU18-Sunday-15,50137907-JAN18-JANSU18-Sunday-15,"Rideau",0,5761524
11-273,JAN18-JANSU18-Sunday-15,50137909-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761524
44-273,JAN18-JANSU18-Sunday-15,50137911-JAN18-JANSU18-Sunday-15,"Billings Bridge",0,5761524
86-273,JAN18-JANSU18-Sunday-15,50137913-JAN18-JANSU18-Sunday-15,"Elmvale",0,5761524
86-273,JAN18-JANSU18-Sunday-15,50137915-JAN18-JANSU18-Sunday-15,"Baseline  Colonnade",1,5761524
111-273,JAN18-JANSU18-Sunday-15,50137917-JAN18-JANSU18-Sunday-15,"Billings Bridge",0,5761524
111-273,JAN18-JANSU18-Sunday-15,50137918-JAN18-JANSU18-Sunday-15,"Baseline",1,5761524
11-273,JAN18-JANSU18-Sunday-15,50137919-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761632
11-273,JAN18-JANSU18-Sunday-15,50137920-JAN18-JANSU18-Sunday-15,"Rideau",0,5761632
11-273,JAN18-JANSU18-Sunday-15,50137922-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761632
11-273,JAN18-JANSU18-Sunday-15,50137923-JAN18-JANSU18-Sunday-15,"Rideau",0,5761632
11-273,JAN18-JANSU18-Sunday-15,50137925-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761632
11-273,JAN18-JANSU18-Sunday-15,50137926-JAN18-JANSU18-Sunday-15,"Rideau",0,5761632
11-273,JAN18-JANSU18-Sunday-15,50137928-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761632
11-273,JAN18-JANSU18-Sunday-15,50137929-JAN18-JANSU18-Sunday-15,"Rideau",0,5761550
11-273,JAN18-JANSU18-Sunday-15,50137931-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761550
11-273,JAN18-JANSU18-Sunday-15,50137932-JAN18-JANSU18-Sunday-15,"Rideau",0,5761550
11-273,JAN18-JANSU18-Sunday-15,50137934-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761550
11-273,JAN18-JANSU18-Sunday-15,50137935-JAN18-JANSU18-Sunday-15,"Rideau",0,5761550
11-273,JAN18-JANSU18-Sunday-15,50137937-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761550
11-273,JAN18-JANSU18-Sunday-15,50137938-JAN18-JANSU18-Sunday-15,"Rideau",0,5761550
11-273,JAN18-JANSU18-Sunday-15,50137940-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761550
11-273,JAN18-JANSU18-Sunday-15,50137941-JAN18-JANSU18-Sunday-15,"Rideau",0,5761550
11-273,JAN18-JANSU18-Sunday-15,50137943-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761550
11-273,JAN18-JANSU18-Sunday-15,50137944-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137946-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137947-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137949-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137950-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137952-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137953-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137955-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137956-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137958-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137959-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137961-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137962-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137964-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137965-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
11-273,JAN18-JANSU18-Sunday-15,50137967-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761687
11-273,JAN18-JANSU18-Sunday-15,50137968-JAN18-JANSU18-Sunday-15,"Rideau",0,5761687
98-273,JAN18-JANSU18-Sunday-15,50137969-JAN18-JANSU18-Sunday-15,"Hawthorne",0,5761481
42-273,JAN18-JANSU18-Sunday-15,50137971-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761481
42-273,JAN18-JANSU18-Sunday-15,50137973-JAN18-JANSU18-Sunday-15,"Blair",0,5761481
30-273,JAN18-JANSU18-Sunday-15,50137975-JAN18-JANSU18-Sunday-15,"Millennium",1,5761481
30-273,JAN18-JANSU18-Sunday-15,50137976-JAN18-JANSU18-Sunday-15,"Albert / Bay",0,5761481
42-273,JAN18-JANSU18-Sunday-15,50137978-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761481
42-273,JAN18-JANSU18-Sunday-15,50137980-JAN18-JANSU18-Sunday-15,"Blair",0,5761481
88-273,JAN18-JANSU18-Sunday-15,50137981-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761551
11-273,JAN18-JANSU18-Sunday-15,50137982-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761551
11-273,JAN18-JANSU18-Sunday-15,50137983-JAN18-JANSU18-Sunday-15,"Rideau",0,5761551
11-273,JAN18-JANSU18-Sunday-15,50137985-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761551
11-273,JAN18-JANSU18-Sunday-15,50137986-JAN18-JANSU18-Sunday-15,"Rideau",0,5761551
11-273,JAN18-JANSU18-Sunday-15,50137988-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761551
11-273,JAN18-JANSU18-Sunday-15,50137989-JAN18-JANSU18-Sunday-15,"Rideau",0,5761551
11-273,JAN18-JANSU18-Sunday-15,50137991-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761551
16-273,JAN18-JANSU18-Sunday-15,50137993-JAN18-JANSU18-Sunday-15,"Britannia",1,5761551
80-273,JAN18-JANSU18-Sunday-15,50137994-JAN18-JANSU18-Sunday-15,"Barrhaven Centre",0,5761536
170-273,JAN18-JANSU18-Sunday-15,50137995-JAN18-JANSU18-Sunday-15,"Fallowfield",0,5761587
48-273,JAN18-JANSU18-Sunday-15,50137996-JAN18-JANSU18-Sunday-15,"Elmvale",0,5761622
48-273,JAN18-JANSU18-Sunday-15,50137998-JAN18-JANSU18-Sunday-15,"Hurdman",1,5761622
44-273,JAN18-JANSU18-Sunday-15,50137999-JAN18-JANSU18-Sunday-15,"Gatineau",1,5761622
44-273,JAN18-JANSU18-Sunday-15,50138000-JAN18-JANSU18-Sunday-15,"Billings Bridge",0,5761622
153-273,JAN18-JANSU18-Sunday-15,50138002-JAN18-JANSU18-Sunday-15,"Carlingwood",0,5761622
153-273,JAN18-JANSU18-Sunday-15,50138004-JAN18-JANSU18-Sunday-15,"Lincoln Fields",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138006-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138008-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138009-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138011-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138012-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138014-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138015-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138017-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138018-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138020-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761622
11-273,JAN18-JANSU18-Sunday-15,50138021-JAN18-JANSU18-Sunday-15,"Rideau",0,5761622
44-273,JAN18-JANSU18-Sunday-15,50138023-JAN18-JANSU18-Sunday-15,"Gatineau",1,5761622
44-273,JAN18-JANSU18-Sunday-15,50138024-JAN18-JANSU18-Sunday-15,"Billings Bridge",0,5761622
11-273,JAN18-JANSU18-Sunday-15,50138025-JAN18-JANSU18-Sunday-15,"Rideau",0,5761681
11-273,JAN18-JANSU18-Sunday-15,50138027-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761681
11-273,JAN18-JANSU18-Sunday-15,50138028-JAN18-JANSU18-Sunday-15,"Rideau",0,5761681
11-273,JAN18-JANSU18-Sunday-15,50138030-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761681
11-273,JAN18-JANSU18-Sunday-15,50138031-JAN18-JANSU18-Sunday-15,"Rideau",0,5761681
11-273,JAN18-JANSU18-Sunday-15,50138033-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761681
11-273,JAN18-JANSU18-Sunday-15,50138034-JAN18-JANSU18-Sunday-15,"Rideau",0,5761681
11-273,JAN18-JANSU18-Sunday-15,50138036-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761681
11-273,JAN18-JANSU18-Sunday-15,50138037-JAN18-JANSU18-Sunday-15,"Rideau",0,5761681
153-273,JAN18-JANSU18-Sunday-15,50138038-JAN18-JANSU18-Sunday-15,"Carlingwood",0,5761668
153-273,JAN18-JANSU18-Sunday-15,50138040-JAN18-JANSU18-Sunday-15,"Lincoln Fields",1,5761668
11-273,JAN18-JANSU18-Sunday-15,50138042-JAN18-JANSU18-Sunday-15,"Rideau",0,5761668
11-273,JAN18-JANSU18-Sunday-15,50138044-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761668
11-273,JAN18-JANSU18-Sunday-15,50138045-JAN18-JANSU18-Sunday-15,"Rideau",0,5761668
11-273,JAN18-JANSU18-Sunday-15,50138047-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761668
11-273,JAN18-JANSU18-Sunday-15,50138048-JAN18-JANSU18-Sunday-15,"Rideau",0,5761668
16-273,JAN18-JANSU18-Sunday-15,50138050-JAN18-JANSU18-Sunday-15,"Britannia",1,5761668
16-273,JAN18-JANSU18-Sunday-15,50138052-JAN18-JANSU18-Sunday-15,"Main",0,5761668
16-273,JAN18-JANSU18-Sunday-15,50138053-JAN18-JANSU18-Sunday-15,"Britannia",1,5761668
11-273,JAN18-JANSU18-Sunday-15,50138054-JAN18-JANSU18-Sunday-15,"Rideau",0,5761624
11-273,JAN18-JANSU18-Sunday-15,50138056-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761624
11-273,JAN18-JANSU18-Sunday-15,50138057-JAN18-JANSU18-Sunday-15,"Rideau",0,5761624
11-273,JAN18-JANSU18-Sunday-15,50138059-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761624
11-273,JAN18-JANSU18-Sunday-15,50138060-JAN18-JANSU18-Sunday-15,"Rideau",0,5761624
11-273,JAN18-JANSU18-Sunday-15,50138062-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761624
11-273,JAN18-JANSU18-Sunday-15,50138063-JAN18-JANSU18-Sunday-15,"Rideau",0,5761624
11-273,JAN18-JANSU18-Sunday-15,50138065-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761624
11-273,JAN18-JANSU18-Sunday-15,50138066-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761672
11-273,JAN18-JANSU18-Sunday-15,50138067-JAN18-JANSU18-Sunday-15,"Rideau",0,5761672
11-273,JAN18-JANSU18-Sunday-15,50138069-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761672
11-273,JAN18-JANSU18-Sunday-15,50138071-JAN18-JANSU18-Sunday-15,"Rideau",0,5761672
11-273,JAN18-JANSU18-Sunday-15,50138073-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761672
11-273,JAN18-JANSU18-Sunday-15,50138074-JAN18-JANSU18-Sunday-15,"Rideau",0,5761672
11-273,JAN18-JANSU18-Sunday-15,50138076-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761672
11-273,JAN18-JANSU18-Sunday-15,50138078-JAN18-JANSU18-Sunday-15,"Rideau",0,5761672
11-273,JAN18-JANSU18-Sunday-15,50138079-JAN18-JANSU18-Sunday-15,"Rideau",0,5761591
11-273,JAN18-JANSU18-Sunday-15,50138081-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761591
11-273,JAN18-JANSU18-Sunday-15,50138082-JAN18-JANSU18-Sunday-15,"Rideau",0,5761591
11-273,JAN18-JANSU18-Sunday-15,50138084-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761591
11-273,JAN18-JANSU18-Sunday-15,50138085-JAN18-JANSU18-Sunday-15,"Rideau",0,5761591
11-273,JAN18-JANSU18-Sunday-15,50138087-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761591
11-273,JAN18-JANSU18-Sunday-15,50138088-JAN18-JANSU18-Sunday-15,"Rideau",0,5761591
11-273,JAN18-JANSU18-Sunday-15,50138090-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761591
11-273,JAN18-JANSU18-Sunday-15,50138091-JAN18-JANSU18-Sunday-15,"Rideau",0,5761591
11-273,JAN18-JANSU18-Sunday-15,50138092-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761617
11-273,JAN18-JANSU18-Sunday-15,50138093-JAN18-JANSU18-Sunday-15,"Rideau",0,5761617
11-273,JAN18-JANSU18-Sunday-15,50138095-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761617
11-273,JAN18-JANSU18-Sunday-15,50138096-JAN18-JANSU18-Sunday-15,"Rideau",0,5761617
11-273,JAN18-JANSU18-Sunday-15,50138098-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761617
11-273,JAN18-JANSU18-Sunday-15,50138099-JAN18-JANSU18-Sunday-15,"Rideau",0,5761617
11-273,JAN18-JANSU18-Sunday-15,50138101-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761617
11-273,JAN18-JANSU18-Sunday-15,50138102-JAN18-JANSU18-Sunday-15,"Rideau",0,5761706
11-273,JAN18-JANSU18-Sunday-15,50138104-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761706
11-273,JAN18-JANSU18-Sunday-15,50138105-JAN18-JANSU18-Sunday-15,"Rideau",0,5761706
11-273,JAN18-JANSU18-Sunday-15,50138107-JAN18-JANSU18-Sunday-15,"Bayshore",1,5761706
12-273,JAN18-JANSU18-Sunday-15,50138108-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138109-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138110-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138111-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138112-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138113-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138114-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138115-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138116-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138117-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138118-JAN18-JANSU18-Sunday-15,"Rideau",1,5761496
12-273,JAN18-JANSU18-Sunday-15,50138119-JAN18-JANSU18-Sunday-15,"Blair",0,5761496
12-273,JAN18-JANSU18-Sunday-15,50138120-JAN18-JANSU18-Sunday-15,"Rideau",1,5761558
12-273,JAN18-JANSU18-Sunday-15,50138121-JAN18-JANSU18-Sunday-15,"Blair",0,5761558
12-273,JAN18-JANSU18-Sunday-15,50138122-JAN18-JANSU18-Sunday-15,"Rideau",1,5761558
12-273,JAN18-JANSU18-Sunday-15,50138123-JAN18-JANSU18-Sunday-15,"Blair",0,5761558
12-273,JAN18-JANSU18-Sunday-15,50138124-JAN18-JANSU18-Sunday-15,"Rideau",1,5761558
12-273,JAN18-JANSU18-Sunday-15,50138125-JAN18-JANSU18-Sunday-15,"Blair",0,5761558
12-273,JAN18-JANSU18-Sunday-15,50138126-JAN18-JANSU18-Sunday-15,"Rideau",1,5761558
12-273,JAN18-JANSU18-Sunday-15,50138127-JAN18-JANSU18-Sunday-15,"Blair",0,5761558
12-273,JAN18-JANSU18-Sunday-15,50138128-JAN18-JANSU18-Sunday-15,"Rideau",1,5761558
12-273,JAN18-JANSU18-Sunday-15,50138129-JAN18-JANSU18-Sunday-15,"Blair",0,5761519
12-273,JAN18-JANSU18-Sunday-15,50138130-JAN18-JANSU18-Sunday-15,"Rideau",1,5761519
12-273,JAN18-JANSU18-Sunday-15,50138131-JAN18-JANSU18-Sunday-15,"Blair",0,5761519
12-273,JAN18-JANSU18-Sunday-15,50138132-JAN18-JANSU18-Sunday-15,"Rideau",1,5761519
12-273,JAN18-JANSU18-Sunday-15,50138133-JAN18-JANSU18-Sunday-15,"Blair",0,5761519
6-273,JAN18-JANSU18-Sunday-15,50138134-JAN18-JANSU18-Sunday-15,"Greenboro",0,5761479
6-273,JAN18-JANSU18-Sunday-15,50138136-JAN18-JANSU18-Sunday-15,"Rockcliffe",1,5761479
6-273,JAN18-JANSU18-Sunday-15,50138137-JAN18-JANSU18-Sunday-15,"Greenboro",0,5761479
12-273,JAN18-JANSU18-Sunday-15,50138138-JAN18-JANSU18-Sunday-15,"Rideau",1,5761472
12-273,JAN18-JANSU18-Sunday-15,50138139-JAN18-JANSU18-Sunday-15,"Blair",0,5761472
12-273,JAN18-JANSU18-Sunday-15,50138140-JAN18-JANSU18-Sunday-15,"Rideau",1,5761472
12-273,JAN18-JANSU18-Sunday-15,50138141-JAN18-JANSU18-Sunday-15,"Blair",0,5761472
12-273,JAN18-JANSU18-Sunday-15,50138142-JAN18-JANSU18-Sunday-15,"Rideau",1,5761472
12-273,JAN18-JANSU18-Sunday-15,50138143-JAN18-JANSU18-Sunday-15,"Blair",0,5761514
12-273,JAN18-JANSU18-Sunday-15,50138144-JAN18-JANSU18-Sunday-15,"Rideau",1,5761514
12-273,JAN18-JANSU18-Sunday-15,50138145-JAN18-JANSU18-Sunday-15,"Blair",0,5761514
61-273,JAN18-JANSU18-Sunday-15,50138146-JAN18-JANSU18-Sunday-15,"Terry Fox",1,5761698
12-273,JAN18-JANSU18-Sunday-15,50138147-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138148-JAN18-JANSU18-Sunday-15,"Rideau",1,5761534
95-273,JAN18-JANSU18-Sunday-15,50138149-JAN18-JANSU18-Sunday-15,"Orléans",0,5761645
95-273,JAN18-JANSU18-Sunday-15,50138151-JAN18-JANSU18-Sunday-15,"Barrhaven Centre",1,5761645
95-273,JAN18-JANSU18-Sunday-15,50138153-JAN18-JANSU18-Sunday-15,"Orléans",0,5761645
12-273,JAN18-JANSU18-Sunday-15,50138154-JAN18-JANSU18-Sunday-15,"Rideau",1,5761517
12-273,JAN18-JANSU18-Sunday-15,50138155-JAN18-JANSU18-Sunday-15,"Blair",0,5761517
12-273,JAN18-JANSU18-Sunday-15,50138156-JAN18-JANSU18-Sunday-15,"Rideau",1,5761514
12-273,JAN18-JANSU18-Sunday-15,50138157-JAN18-JANSU18-Sunday-15,"Blair",0,5761514
94-273,JAN18-JANSU18-Sunday-15,50138158-JAN18-JANSU18-Sunday-15,"Millennium",1,5761617
94-273,JAN18-JANSU18-Sunday-15,50138159-JAN18-JANSU18-Sunday-15,"Riverview",0,5761617
12-273,JAN18-JANSU18-Sunday-15,50138160-JAN18-JANSU18-Sunday-15,"Blair",0,5761472
12-273,JAN18-JANSU18-Sunday-15,50138161-JAN18-JANSU18-Sunday-15,"Rideau",1,5761519
12-273,JAN18-JANSU18-Sunday-15,50138162-JAN18-JANSU18-Sunday-15,"Blair",0,5761519
12-273,JAN18-JANSU18-Sunday-15,50138163-JAN18-JANSU18-Sunday-15,"Rideau",1,5761519
88-273,JAN18-JANSU18-Sunday-15,50138164-JAN18-JANSU18-Sunday-15,"Hurdman",0,5761665
12-273,JAN18-JANSU18-Sunday-15,50138165-JAN18-JANSU18-Sunday-15,"Blair",0,5761598
12-273,JAN18-JANSU18-Sunday-15,50138166-JAN18-JANSU18-Sunday-15,"Rideau",1,5761598
12-273,JAN18-JANSU18-Sunday-15,50138167-JAN18-JANSU18-Sunday-15,"Blair",0,5761598
12-273,JAN18-JANSU18-Sunday-15,50138168-JAN18-JANSU18-Sunday-15,"Rideau",1,5761598
12-273,JAN18-JANSU18-Sunday-15,50138169-JAN18-JANSU18-Sunday-15,"Blair",0,5761598
12-273,JAN18-JANSU18-Sunday-15,50138170-JAN18-JANSU18-Sunday-15,"Rideau",1,5761598
12-273,JAN18-JANSU18-Sunday-15,50138171-JAN18-JANSU18-Sunday-15,"Blair",0,5761598
12-273,JAN18-JANSU18-Sunday-15,50138172-JAN18-JANSU18-Sunday-15,"Rideau",1,5761598
12-273,JAN18-JANSU18-Sunday-15,50138173-JAN18-JANSU18-Sunday-15,"Blair",0,5761598
12-273,JAN18-JANSU18-Sunday-15,50138174-JAN18-JANSU18-Sunday-15,"Blair",0,5761496
12-273,JAN18-JANSU18-Sunday-15,50138175-JAN18-JANSU18-Sunday-15,"Rideau",1,5761458
12-273,JAN18-JANSU18-Sunday-15,50138176-JAN18-JANSU18-Sunday-15,"Blair",0,5761458
12-273,JAN18-JANSU18-Sunday-15,50138177-JAN18-JANSU18-Sunday-15,"Rideau",1,5761458
12-273,JAN18-JANSU18-Sunday-15,50138178-JAN18-JANSU18-Sunday-15,"Blair",0,5761458
12-273,JAN18-JANSU18-Sunday-15,50138179-JAN18-JANSU18-Sunday-15,"Rideau",1,5761458
12-273,JAN18-JANSU18-Sunday-15,50138180-JAN18-JANSU18-Sunday-15,"Blair",0,5761458
12-273,JAN18-JANSU18-Sunday-15,50138181-JAN18-JANSU18-Sunday-15,"Rideau",1,5761458
12-273,JAN18-JANSU18-Sunday-15,50138182-JAN18-JANSU18-Sunday-15,"Blair",0,5761458
12-273,JAN18-JANSU18-Sunday-15,50138183-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138184-JAN18-JANSU18-Sunday-15,"Rideau",1,5761534
12-273,JAN18-JANSU18-Sunday-15,50138185-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138186-JAN18-JANSU18-Sunday-15,"Rideau",1,5761534
12-273,JAN18-JANSU18-Sunday-15,50138187-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138188-JAN18-JANSU18-Sunday-15,"Rideau",1,5761534
12-273,JAN18-JANSU18-Sunday-15,50138189-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138190-JAN18-JANSU18-Sunday-15,"Rideau",1,5761534
12-273,JAN18-JANSU18-Sunday-15,50138191-JAN18-JANSU18-Sunday-15,"Blair",0,5761534
12-273,JAN18-JANSU18-Sunday-15,50138192-JAN18-JANSU18-Sunday-15,"Rideau",1,5761496
12-273,JAN18-JANSU18-Sunday-15,50138193-JAN18-JANSU18-Sunday-15,"Blair",0,5761496
